"Subnational electricity consumption, Great Britain, 2014",,,,,,,,,,,,,,,,,,,,,,,
"This table shows the electricity consumption and the number of electric meters by local authority. Country/region totals are shown where the local authority is specified as ""All local authorities"". ",,,,,,,,,,,,,,,,,,,,,,,
"Some consumption within given countries/regions could not be allocated to specific local authorities. This consumption is shown in the rows where ""Unallocated"" is specified in the local authority column.",,,,,,,,,,,,,,,,,,,,,,,
"Freeze panes are active on this sheet. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt W, F].",,,,,,,,,,,,,,,,,,,,,,,
Code,Country or region,Local authority,"Number of meters
(thousands):
Domestic Standard","Number of meters
(thousands):
Domestic E7 
","Number of meters
(thousands):
All Domestic
","Number of meters
(thousands):
All Non-Domestic","Number of meters
(thousands):
All meters","Total consumption
(GWh):
Domestic Standard","Total consumption
(GWh):
Domestic E7","Total consumption
(GWh):
All Domestic
","Total consumption
(GWh):
All Non-Domestic","Total consumption
(GWh):
All meters","Mean consumption
(kWh per meter):
Domestic Standard","Mean consumption
(kWh per meter):
Domestic E7","Mean consumption
(kWh per meter):
All Domestic
","Mean consumption
(kWh per meter):
All Non-Domestic","Mean consumption
(kWh per meter):
All meters","Median consumption
(kWh per meter):
Domestic Standard","Median consumption
(kWh per meter):
Domestic E7","Median consumption
(kWh per meter):
All Domestic
","Median consumption
(kWh per meter):
All Non-Domestic","Median consumption
(kWh per meter):
All meters","Mean domestic
consumption
(kWh per household)"
E07000210,South East,Mole Valley,27.2,9.2,36.3,4,40,126,54,180,253,433,"4,651","5,871","4,959","64,629","10,762","3,687","4,602","3,884","8,619","3,986","4,942"
E07000211,South East,Reigate and Banstead,45.1,13.6,58.7,5,64,196,72,267,366,633,"4,335","5,273","4,553","71,649","9,916","3,501","4,228","3,644","8,196","3,716","4,688"
E07000212,South East,Runnymede,27.9,6.0,33.9,3,37,126,34,159,269,428,"4,512","5,563","4,699","85,051","11,554","3,538","4,717","3,692","10,119","3,795","4,759"
E07000213,South East,Spelthorne,37.2,4.5,41.7,3,45,149,27,175,216,391,"3,995","5,909","4,203","68,637","8,717","3,364","5,124","3,480","9,445","3,545","4,378"
E07000214,South East,Surrey Heath,32.6,2.7,35.3,3,38,149,16,165,252,417,"4,583","5,885","4,682","86,937","10,921","3,796","4,942","3,867","10,829","3,948","4,844"
E07000215,South East,Tandridge,27.0,8.4,35.4,4,39,125,52,178,147,325,"4,656","6,229","5,031","41,688","8,348","3,673","4,718","3,870","8,262","3,965","5,173"
E07000216,South East,Waverley,46.4,5.9,52.3,5,57,213,40,253,201,454,"4,601","6,778","4,846","39,241","7,912","3,595","5,391","3,742","9,446","3,854","5,092"
E07000217,South East,Woking,29.7,11.6,41.4,3,45,131,60,192,415,606,"4,413","5,200","4,634","122,364","13,553","3,621","4,333","3,797","9,059","3,870","4,847"
E07000223,South East,Adur,18.8,9.3,28.1,2,30,69,43,112,90,203,"3,667","4,672","3,999","40,992","6,689","3,102","3,750","3,273","7,108","3,322","4,066"
E07000224,South East,Arun,59.1,13.4,72.5,6,78,219,70,290,228,517,"3,707","5,262","3,994","39,582","6,609","3,082","4,307","3,228","6,859","3,286","4,218"
E07000225,South East,Chichester,48.0,8.7,56.8,6,63,208,64,272,318,590,"4,327","7,310","4,786","49,547","9,336","3,302","6,136","3,544","7,407","3,637","5,328"
E07000226,South East,Crawley,32.3,11.2,43.5,3,47,118,48,166,470,637,"3,653","4,297","3,818","140,478","13,587","3,122","3,556","3,222","10,808","3,277","3,803"
E07000227,South East,Horsham,41.8,16.4,58.2,6,64,178,100,278,276,554,"4,257","6,105","4,776","47,832","8,666","3,412","4,616","3,671","8,443","3,756","4,933"
E07000228,South East,Mid Sussex,43.8,16.8,60.6,6,66,175,92,267,266,533,"3,988","5,489","4,403","47,940","8,052","3,270","4,247","3,488","9,178","3,575","4,506"
E07000229,South East,Worthing,33.5,15.6,49.1,4,53,119,72,191,202,393,"3,552","4,629","3,895","47,164","7,361","2,987","3,737","3,171","7,291","3,230","3,976"
E06000022,South West,Bath and North East Somerset,69.2,10.8,80.0,9,89,261,65,326,356,682,"3,771","6,029","4,076","40,966","7,688","3,123","5,043","3,260","6,696","3,336","4,369"
E06000028,South West,Bournemouth,75.9,12.6,88.5,9,97,262,68,330,382,712,"3,454","5,358","3,726","42,947","7,312","2,839","4,514","2,975","5,497","3,023","3,894"
E06000023,South West,"Bristol, City of",173.2,21.8,195.0,18,213,593,115,709,"1,150","1,859","3,425","5,300","3,635","63,297","8,720","2,878","4,457","2,978","8,857","3,062","3,812"
E06000052,South West,Cornwall,196.3,69.4,265.7,33,299,793,492,"1,285","1,424","2,709","4,041","7,092","4,838","43,102","9,070","3,296","6,206","3,733","6,421","3,821","5,470"
E06000053,South West,Isles of Scilly,0.7,0.5,1.2,0,2,3,4,8,9,16,"5,079","8,800","6,616","17,927","9,912","4,008","7,784","5,537","5,004","5,462","7,532"
E06000024,South West,North Somerset,84.2,9.9,94.0,8,102,311,58,370,414,784,"3,700","5,910","3,932","52,039","7,683","3,139","4,872","3,231","7,625","3,295","4,071"
E06000026,South West,Plymouth,104.8,12.0,116.8,9,125,357,57,415,653,"1,068","3,411","4,773","3,551","75,617","8,515","2,994","3,795","3,044","7,091","3,095","3,779"
E06000029,South West,Poole,62.5,6.1,68.6,6,75,228,35,264,425,688,"3,657","5,722","3,841","68,957","9,206","3,065","5,023","3,154","8,008","3,229","4,094"
E06000025,South West,South Gloucestershire,98.3,14.5,112.8,8,121,369,86,455,762,"1,217","3,751","5,951","4,034","96,959","10,085","3,232","4,740","3,338","10,747","3,409","4,095"
E06000030,South West,Swindon,85.4,7.9,93.3,6,99,305,45,350,738,"1,088","3,568","5,728","3,752","120,029","10,940","3,090","4,979","3,174","10,284","3,235","3,868"
E06000027,South West,Torbay,55.3,9.6,65.0,6,71,195,53,248,223,470,"3,526","5,462","3,813","36,842","6,623","2,969","4,657","3,115","6,854","3,188","4,140"
E06000054,South West,Wiltshire,180.4,32.7,213.1,22,235,739,254,993,"1,215","2,208","4,096","7,767","4,659","55,982","9,405","3,361","6,970","3,617","7,966","3,706","4,946"
E07000040,South West,East Devon,55.9,10.4,66.4,7,74,204,71,275,248,522,"3,647","6,778","4,140","34,267","7,097","3,005","5,766","3,207","7,337","3,307","4,529"
E07000041,South West,Exeter,45.3,7.2,52.5,5,58,149,38,187,411,597,"3,290","5,240","3,558","76,255","10,319","2,795","4,545","2,935","10,178","3,042","3,682"
E07000042,South West,Mid Devon,28.0,6.3,34.3,5,39,113,47,160,194,354,"4,036","7,431","4,661","40,547","9,052","3,304","6,532","3,602","7,243","3,733","4,790"
E07000043,South West,North Devon,36.2,7.3,43.5,7,50,138,49,187,274,461,"3,813","6,764","4,307","41,953","9,215","3,140","5,854","3,372","6,795","3,497","4,647"
E07000044,South West,South Hams,34.4,10.0,44.3,6,50,134,72,207,241,448,"3,914","7,239","4,663","39,614","8,882","3,167","6,124","3,539","6,648","3,656","5,499"
E07000045,South West,Teignbridge,50.9,9.3,60.3,6,67,192,62,254,249,503,"3,770","6,655","4,217","39,023","7,548","3,137","5,609","3,337","6,936","3,419","4,589"
E07000046,South West,Torridge,24.9,6.0,30.9,5,35,98,42,140,128,267,"3,919","7,071","4,528","27,760","7,538","3,184","6,287","3,488","6,660","3,624","4,860"
E07000047,South West,West Devon,20.4,4.5,24.9,4,29,85,33,117,138,255,"4,152","7,232","4,713","36,623","8,898","3,370","6,112","3,633","6,286","3,753","5,053"
E07000048,South West,Christchurch,21.1,2.5,23.6,2,26,75,14,88,110,199,"3,550","5,436","3,750","54,108","7,747","3,000","4,798","3,098","7,009","3,153","4,042"
E07000049,South West,East Dorset,35.4,3.8,39.2,4,43,149,24,173,145,318,"4,194","6,376","4,406","40,174","7,419","3,485","5,406","3,590","7,772","3,666","4,536"
E07000050,South West,North Dorset,27.2,4.6,31.8,4,36,110,33,143,149,293,"4,044","7,209","4,503","38,885","8,209","3,286","6,051","3,481","6,903","3,579","4,851"
E07000051,South West,Purbeck,20.2,2.7,22.8,3,26,74,18,91,283,374,"3,658","6,532","3,997","99,047","14,568","2,996","5,457","3,131","6,436","3,224","4,578"
E07000052,South West,West Dorset,41.6,9.7,51.3,7,59,157,71,227,239,467,"3,761","7,298","4,430","31,958","7,933","3,042","6,199","3,335","6,482","3,450","5,035"
E07000053,South West,Weymouth and Portland,28.2,3.5,31.7,3,35,94,18,113,103,216,"3,349","5,217","3,556","35,158","6,228","2,872","4,424","2,969","4,852","3,004","3,934"
E07000078,South West,Cheltenham,45.1,9.5,54.6,5,59,157,48,205,345,550,"3,492","5,062","3,764","76,546","9,314","2,923","4,017","3,043","9,375","3,124","4,025"
E07000079,South West,Cotswold,34.2,8.0,42.2,6,48,158,65,224,205,429,"4,634","8,200","5,309","34,284","8,903","3,544","6,797","3,855","7,787","3,995","6,046"
E07000080,South West,Forest of Dean,30.5,6.7,37.2,3,41,125,47,172,255,427,"4,106","7,035","4,637","75,808","10,534","3,384","5,418","3,595","7,824","3,681","4,927"
E07000081,South West,Gloucester,47.4,7.6,55.1,4,59,171,37,208,378,586,"3,607","4,833","3,777","91,063","9,889","3,139","3,993","3,219","10,649","3,293","4,023"
E07000082,South West,Stroud,42.3,9.6,52.0,5,56,170,61,230,319,550,"4,007","6,285","4,430","70,432","9,730","3,317","4,948","3,507","9,067","3,595","4,707"
E07000083,South West,Tewkesbury,31.7,6.0,37.7,3,41,123,35,158,349,507,"3,894","5,795","4,197","107,678","12,392","3,231","4,445","3,349","10,576","3,446","4,322"
E07000187,South West,Mendip,43.9,6.5,50.4,6,57,171,45,216,343,559,"3,897","6,921","4,289","55,612","9,889","3,170","5,796","3,347","7,753","3,467","4,568"
E07000188,South West,Sedgemoor,44.1,9.1,53.1,6,59,172,60,232,371,603,"3,905","6,640","4,371","67,071","10,282","3,263","5,639","3,480","7,853","3,570","4,596"
E07000189,South West,South Somerset,61.7,14.1,75.8,8,84,242,102,344,421,765,"3,918","7,235","4,535","50,985","9,097","3,279","6,314","3,555","7,340","3,640","4,826"
E07000190,South West,Taunton Deane,43.2,7.9,51.1,5,56,158,50,208,240,448,"3,645","6,362","4,066","46,054","7,945","3,052","5,423","3,251","8,123","3,354","4,319"
E07000191,South West,West Somerset,13.4,4.4,17.8,3,21,51,32,83,159,242,"3,826","7,125","4,648","59,530","11,809","3,067","6,003","3,458","5,604","3,560","5,316"
W06000001,Wales,Isle of Anglesey,29.2,5.6,34.8,4,39,115,41,155,170,326,"3,927","7,310","4,469","45,507","8,459","3,334","6,221","3,547","6,130","3,621","5,022"
W06000002,Wales,Gwynedd,48.1,13.1,61.2,9,70,175,89,264,303,567,"3,636","6,774","4,308","35,533","8,130","3,052","5,495","3,323","6,215","3,441","4,977"
W06000003,Wales,Conwy,50.0,5.7,55.7,6,62,175,36,211,210,421,"3,502","6,293","3,787","34,223","6,809","2,976","4,965","3,073","7,694","3,181","4,055"
W06000004,Wales,Denbighshire,39.1,4.2,43.3,5,48,147,29,176,219,394,"3,753","6,830","4,054","46,549","8,212","3,160","5,546","3,265","8,033","3,376","4,260"
W06000005,Wales,Flintshire,61.7,3.9,65.6,5,71,233,27,260,803,"1,063","3,779","6,827","3,959","150,899","14,986","3,291","5,104","3,335","9,716","3,418","4,002"
W06000006,Wales,Wrexham,54.0,4.7,58.7,5,63,195,29,224,753,978,"3,617","6,227","3,825","162,480","15,440","3,168","4,717","3,224","9,575","3,300","3,868"
W06000023,Wales,Powys,52.5,8.8,61.3,11,72,201,67,268,327,596,"3,828","7,647","4,377","29,599","8,228","3,181","6,324","3,386","6,099","3,539","4,549"
W06000008,Wales,Ceredigion,24.7,8.8,33.4,6,39,96,66,162,203,365,"3,892","7,506","4,839","36,393","9,360","3,203","6,229","3,608","6,931","3,765","5,131"
W06000009,Wales,Pembrokeshire,52.1,7.9,59.9,8,68,190,51,240,799,"1,040","3,646","6,450","4,013","96,394","15,244","3,072","5,017","3,200","7,038","3,330","4,430"
W06000010,Wales,Carmarthenshire,77.4,6.3,83.7,10,94,275,45,320,597,916,"3,548","7,137","3,818","60,486","9,792","3,039","5,669","3,124","7,216","3,240","4,000"
W06000011,Wales,Swansea,104.8,5.7,110.4,8,118,345,32,377,588,965,"3,296","5,631","3,416","73,930","8,150","2,854","4,443","2,901","9,484","2,974","3,578"
W06000012,Wales,Neath Port Talbot,63.5,1.6,65.1,4,69,211,9,220,"1,267","1,486","3,321","5,403","3,373","304,841","21,464","2,932","3,963","2,945","8,243","2,998","3,605"
W06000013,Wales,Bridgend,60.3,1.9,62.2,5,67,207,10,216,426,643,"3,425","5,109","3,477","90,822","9,603","3,025","3,751","3,036","8,663","3,102","3,616"
W06000014,Wales,Vale of Glamorgan,52.3,3.4,55.6,4,60,190,20,210,318,527,"3,636","5,813","3,768","79,757","8,849","3,119","4,608","3,171","7,960","3,240","3,824"
W06000015,Wales,Cardiff,140.1,11.0,151.1,12,163,476,58,534,"1,090","1,624","3,398","5,265","3,534","93,706","9,978","2,902","4,508","2,972","10,743","3,058","3,613"
W06000016,Wales,Rhondda Cynon Taf,105.6,2.1,107.7,7,115,346,12,358,444,803,"3,278","5,792","3,326","63,260","6,996","2,929","4,070","2,941","7,955","2,992","3,515"
W06000024,Wales,Merthyr Tydfil,26.3,0.4,26.7,2,28,86,2,88,121,209,"3,276","5,656","3,309","71,751","7,369","2,946","3,619","2,950","9,759","3,004","3,614"
W06000018,Wales,Caerphilly,76.7,1.2,78.0,5,83,261,8,269,397,666,"3,407","6,070","3,450","78,582","8,018","2,991","4,346","3,002","8,166","3,059","3,560"
W06000019,Wales,Blaenau Gwent,31.7,0.4,32.1,2,34,102,2,105,166,270,"3,227","5,396","3,257","75,104","7,873","2,890","3,975","2,896","7,420","2,947","3,415"
W06000020,Wales,Torfaen,39.3,1.1,40.4,3,43,131,6,137,281,418,"3,334","5,090","3,382","104,829","9,697","2,960","3,787","2,973","10,135","3,035","3,500"
W06000021,Wales,Monmouthshire,37.2,3.7,40.9,4,45,142,25,167,240,407,"3,819","6,746","4,085","54,284","8,994","3,175","5,076","3,262","7,804","3,378","4,274"
W06000022,Wales,Newport,62.0,2.9,64.9,4,69,212,17,229,644,873,"3,421","5,736","3,526","144,722","12,586","2,956","4,613","2,994","9,802","3,057","3,677"
S12000033,Scotland,Aberdeen City,108.5,15.9,124.3,8,133,369,76,445,830,"1,275","3,402","4,774","3,577","98,140","9,598","2,750","3,849","2,820","16,728","2,923","4,224"
S12000034,Scotland,Aberdeenshire,105.3,18.0,123.4,13,137,471,140,612,713,"1,324","4,477","7,760","4,957","53,428","9,687","3,722","6,831","3,935","8,581","4,041","5,642"
S12000041,Scotland,Angus,50.8,10.9,61.6,5,67,197,69,266,287,552,"3,876","6,336","4,310","52,176","8,230","3,277","5,467","3,463","8,409","3,554","5,040"
S12000035,Scotland,Argyll and Bute,42,17,59,7,66,160,128,289,240,529,"3,837","7,454","4,892","34,956","8,031","3,061","6,510","3,607","7,959","3,746","7,061"
S12000036,Scotland,City of Edinburgh,217,40,258,20,278,721,183,904,"1,378","2,282","3,316","4,517","3,504","70,080","8,219","2,726","3,450","2,790","9,579","2,860","3,943"
S12000005,Scotland,Clackmannanshire,22,3,25,1,26,78,13,91,122,213,"3,518","4,777","3,651","89,011","8,126","3,082","3,432","3,105","10,034","3,154","3,911"
S12000006,Scotland,Dumfries and Galloway,62.4,19.7,82.0,10,92,242,110,352,532,883,"3,883","5,578","4,289","51,274","9,560","3,240","4,109","3,351","7,700","3,468","5,113"
S12000042,Scotland,Dundee City,69.1,15.4,84.4,5,90,238,74,312,419,731,"3,443","4,823","3,695","79,725","8,147","2,957","4,037","3,040","12,381","3,123","4,482"
S12000008,Scotland,East Ayrshire,54.5,3.6,58.1,4,62,186,18,204,250,453,"3,406","4,931","3,501","57,185","7,251","2,986","3,107","2,990","9,275","3,060","3,741"
S12000045,Scotland,East Dunbartonshire,42.9,4.2,47.1,2,50,170,20,190,165,354,"3,953","4,740","4,024","66,201","7,141","3,458","3,449","3,457","9,778","3,511","4,260"
S12000010,Scotland,East Lothian,41.5,7.1,48.7,3,52,153,41,194,273,468,"3,690","5,784","3,997","80,092","8,982","3,132","4,532","3,229","9,408","3,310","4,422"
S12000011,Scotland,East Renfrewshire,35.3,4.6,39.9,2,42,143,23,166,73,239,"4,056","4,957","4,159","41,614","5,737","3,527","3,819","3,545","12,658","3,601","4,362"
S12000014,Scotland,Falkirk,67.4,10.9,78.3,4,83,236,57,293,382,675,"3,504","5,175","3,738","85,824","8,155","3,084","3,679","3,126","11,213","3,192","4,200"
S12000015,Scotland,Fife,161.3,19.4,180.7,13,193,560,95,656,900,"1,555","3,472","4,925","3,628","70,338","8,039","3,021","3,403","3,041","9,060","3,106","3,998"
S12000046,Scotland,Glasgow City,258.4,69.0,327.4,24,351,798,261,"1,059","1,788","2,847","3,090","3,778","3,235","75,481","8,110","2,609","2,774","2,630","11,274","2,711","3,698"
S12000017,Scotland,Highland,103.1,36.3,139.5,16,155,416,273,689,928,"1,617","4,031","7,524","4,941","59,032","10,420","3,299","6,659","3,776","8,661","3,913","6,519"
S12000018,Scotland,Inverclyde,33.6,8.4,42.0,2,44,115,39,153,170,324,"3,414","4,617","3,653","69,012","7,281","3,016","3,314","3,050","8,635","3,108","4,102"
S12000019,Scotland,Midlothian,35.7,2.5,38.3,3,41,128,15,143,197,340,"3,576","5,871","3,728","76,674","8,315","3,093","3,920","3,115","10,276","3,178","3,897"
S12000020,Scotland,Moray,40.3,6.7,47.0,5,52,152,46,198,324,522,"3,773","6,795","4,206","71,448","10,123","3,190","5,827","3,362","8,337","3,459","4,789"
S12000013,Scotland,Na h-Eileanan Siar,13.4,5.3,18.8,2,21,54,39,93,67,160,"4,008","7,334","4,953","33,291","7,684","3,313","6,498","3,866","6,308","3,948","7,197"
S12000021,Scotland,North Ayrshire,62.0,10.2,72.3,5,77,207,55,263,451,714,"3,343","5,412","3,636","93,235","9,263","2,929","3,831","2,986","8,592","3,051","4,183"
S12000044,Scotland,North Lanarkshire,136.6,20.5,157.2,9,166,481,97,578,818,"1,396","3,518","4,753","3,679","92,440","8,412","3,132","3,394","3,149","12,362","3,215","3,890"
S12000023,Scotland,Orkney Islands,8.3,6.0,14.3,2,17,34,48,82,62,144,"4,090","8,011","5,734","26,833","8,658","3,227","7,194","4,501","6,716","4,652","8,189"
S12000024,Scotland,Perth and Kinross,64.2,15.6,79.8,8,88,257,112,369,504,874,"4,005","7,201","4,629","59,989","9,904","3,262","6,164","3,527","8,780","3,648","5,595"
S12000038,Scotland,Renfrewshire,76.1,13.8,89.9,5,95,257,52,310,392,702,"3,380","3,797","3,444","77,393","7,389","2,940","2,708","2,919","11,616","2,986","3,757"
S12000026,Scotland,Scottish Borders,48.8,15.6,64.4,8,72,185,81,266,297,563,"3,788","5,181","4,126","38,941","7,815","3,118","3,801","3,209","6,108","3,291","5,002"
S12000027,Scotland,Shetland Islands,8.9,8.5,17.4,2,19,38,66,103,99,202,"4,259","7,693","5,943","53,177","10,494","3,480","7,041","4,785","8,005","4,871","10,157"
S12000028,Scotland,South Ayrshire,50.7,7.3,58.1,5,63,181,37,219,283,502,"3,574","5,076","3,764","56,527","7,953","3,072","3,570","3,102","9,253","3,191","4,214"
S12000029,Scotland,South Lanarkshire,128.0,26.8,154.9,10,165,474,149,623,610,"1,232","3,703","5,541","4,021","61,378","7,478","3,196","4,095","3,271","10,837","3,341","4,377"
S12000030,Scotland,Stirling,36.7,7.0,43.7,4,48,145,46,191,267,458,"3,956","6,607","4,379","60,868","9,534","3,255","5,106","3,399","9,766","3,525","4,993"
S12000039,Scotland,West Dunbartonshire,41.1,6.2,47.3,3,50,132,23,156,196,352,"3,221","3,759","3,292","67,033","7,008","2,846","2,663","2,830","9,823","2,888","3,674"
S12000040,Scotland,West Lothian,72.6,5.9,78.4,5,84,268,30,298,543,841,"3,692","5,109","3,798","104,002","10,054","3,239","3,745","3,261","11,575","3,332","3,971"
